grade,model,skill,k,r,replicate
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.41666666666666674,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.5714285714285714,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8666666666666667,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.41666666666666674,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.7142857142857142,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6666666666666667,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6666666666666667,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.33333333333333326,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.16666666666666666,4
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.5238095238095238,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.7333333333333333,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.33333333333333326,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.27777777777777785,0
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.42857142857142855,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8666666666666667,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.41666666666666674,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.3888888888888889,1
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.5238095238095238,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.9333333333333332,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.27777777777777785,2
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.5714285714285714,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.8666666666666667,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.5,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.22222222222222218,3
4,claude-sonnet-4-5-20250929,Measurement & Data,1,0.4761904761904762,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,0,0.9333333333333332,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.25,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.5,4
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,0
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,-0.06666666666666674,0
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.8333333333333333,0
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,0
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,1
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.0,1
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.8333333333333333,1
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,1
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,2
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.0,2
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.8333333333333333,2
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,2
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6666666666666667,3
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,0.0,3
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.8333333333333333,3
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,3
4,claude-sonnet-4-5-20250929,Measurement & Data,0,0.6190476190476191,4
4,claude-sonnet-4-5-20250929,Number & Operations in Base Ten,1,-0.06666666666666674,4
4,claude-sonnet-4-5-20250929,Number & Operations—Fractions,1,-0.75,4
4,claude-sonnet-4-5-20250929,Operations & Algebraic Thinking,1,0.4444444444444444,4
